[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.128 s -- in com.guidinglight.nexusquant.contracts.event.EventEnvelopeSerializationTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.livecontrol.domain.PilotExecutionLeaseTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.018 s -- in com.guidinglight.nexusquant.livecontrol.domain.PilotObservationCanonicalEncoderTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.013 s -- in com.guidinglight.nexusquant.livecontrol.domain.PilotScopeCanonicalEncoderTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.010 s -- in com.guidinglight.nexusquant.livecontrol.domain.PilotScopeFreshnessPolicyTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.livecontrol.domain.RiskLimitSetCanonicalEncoderTest
[INFO] Tests run: 11, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.018 s -- in com.guidinglight.nexusquant.livecontrol.execution.ExecutionIntentRuntimeTest
[INFO] Tests run: 9, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.019 s -- in com.guidinglight.nexusquant.livecontrol.execution.provider.SpotProviderContractTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.marketdata.application.instrument.InstrumentCatalogServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.013 s -- in com.guidinglight.nexusquant.marketdata.application.MarketdataBarIngestServiceTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in com.guidinglight.nexusquant.marketdata.application.MarketdataQualityOverviewServiceTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 s -- in com.guidinglight.nexusquant.marketdata.application.MarketdataReadinessServiceTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.marketdata.domain.instrument.VenueRuleChecksumCalculatorTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.marketdata.domain.instrument.VenueRuleFreshnessEvaluatorTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.019 s -- in com.guidinglight.nexusquant.monitoring.application.incident.IncidentReplayOverviewQueryServiceTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.039 s -- in com.guidinglight.nexusquant.monitoring.application.incidentreview.IncidentReplayReviewOverviewQueryServiceTest
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.036 s -- in com.guidinglight.nexusquant.strategy.application.consistencyevidence.ConsistencyEvidenceOverviewQueryServiceTest
[INFO] Tests run: 9, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategy.application.evaluationgate.StrategyEvaluationGateServiceTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.strategy.application.evaluationgate.StrategyValidationOverviewQueryServiceTest
[INFO] Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 s -- in com.guidinglight.nexusquant.strategy.application.papershadowcomparison.PaperShadowComparisonServiceTest
[INFO] Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.015 s -- in com.guidinglight.nexusquant.strategy.application.pyartifactbinding.PythonEvaluationArtifactBindingServiceTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.018 s -- in com.guidinglight.nexusquant.strategy.application.pyartifactpreview.PythonEvaluationArtifactPreviewOverviewQueryServiceTest
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.strategy.application.readmodel.ReadModelEvidenceMetadataCalculatorTest
[INFO] Tests run: 11, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.013 s -- in com.guidinglight.nexusquant.strategy.application.shadowlivepreview.ShadowLivePreviewServiceTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.strategy.application.shadowrun.PaperShadowConsistencyDrilldownQueryServiceTest
[INFO] Tests run: 9, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.028 s -- in com.guidinglight.nexusquant.strategy.application.shadowrun.ShadowConsistencyReportServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.strategy.application.shadowrun.ShadowRunOverviewQueryServiceTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.010 s -- in com.guidinglight.nexusquant.strategy.application.shadowrun.ShadowRunReadOnlyQueryServiceTest
[INFO] Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.142 s -- in com.guidinglight.nexusquant.strategy.application.shadowrun.ShadowRunRunnerServiceTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.016 s -- in com.guidinglight.nexusquant.strategy.application.shadowvalidation.ShadowValidationWorkflowOverviewQueryServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategy.application.StrategyDefinitionServiceTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.strategy.application.StrategyManualTriggerServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategy.application.StrategyRunQueryServiceTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.014 s -- in com.guidinglight.nexusquant.strategy.application.StrategyScheduleScanServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.strategy.application.StrategyScheduleServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 s -- in com.guidinglight.nexusquant.strategy.application.StrategyVersionServiceTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in com.guidinglight.nexusquant.strategy.application.validationoperations.runtimeevidence.ValidationOperationsRuntimeEvidenceOverviewQueryServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.strategy.domain.shadowrun.ShadowRunReleaseBindingModeTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.strategy.domain.shadowrun.ShadowRunSensitiveDataGuardTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.strategy.domain.shadowrun.ShadowRunStateMachineTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.strategy.strategyrelease.application.AdmissionGuardFingerprinterTest
[INFO] Tests run: 11, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.011 s -- in com.guidinglight.nexusquant.strategy.strategyrelease.application.ReleaseToShadowAdmissionServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategy.strategyrelease.application.ShadowRunMaterializationWriterTest
[INFO] Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.strategy.strategyrelease.application.StrategyReleaseAdmissionPreviewServiceTest
[INFO] Tests run: 17, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.072 s -- in com.guidinglight.nexusquant.strategy.strategyrelease.application.StrategyReleaseProductionServiceTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategy.strategyrelease.application.StrategyReleaseShadowRunMaterializationServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.strategy.strategyrelease.artifact.StrategyReleaseManifestFingerprinterTest
[WARNING] Tests run: 3, Failures: 0, Errors: 0, Skipped: 1, Time elapsed: 0.014 s -- in com.guidinglight.nexusquant.strategy.strategyrelease.artifact.TrustedRootStrategyArtifactVerifierTest
[WARNING] Tests run: 11, Failures: 0, Errors: 0, Skipped: 9, Time elapsed: 0.028 s -- in com.guidinglight.nexusquant.strategy.strategyrelease.artifact.VerifiedOpenStrategyArtifactReaderTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.strategyrelease.preparation.SensitiveFieldPolicyPrototypeTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.strategyrelease.preparation.ShadowRunReleaseBindingPrototypeTest
[INFO] Tests run: 17, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.013 s -- in com.guidinglight.nexusquant.strategyrelease.preparation.StrategyReleaseAggregateIdempotencyPrototypeTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.strategyrelease.preparation.StrategyReleaseLifecyclePrototypeTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in com.guidinglight.nexusquant.strategyrelease.preparation.StrategyReleaseManifestPrototypeTest
[INFO] Tests run: 11, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.strategyrelease.preparation.StrategyReleaseToShadowAdmissionPrototypeTest
[WARNING] Tests run: 22, Failures: 0, Errors: 0, Skipped: 3, Time elapsed: 0.066 s -- in com.guidinglight.nexusquant.strategyrelease.preparation.TrustedRootArtifactVerifierPrototypeTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.trading.application.boundary.PaperToRealBoundaryGuardTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 s -- in com.guidinglight.nexusquant.trading.application.OrderCommandServiceTest
[INFO] Tests run: 37, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 s -- in com.guidinglight.nexusquant.trading.application.orderpreview.DryRunOrderPreviewServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.trading.application.port.OrderCommandStrategyExecutionGatewayTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 s -- in com.guidinglight.nexusquant.trading.application.preflight.TradingPreflightReadinessServiceTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.trading.application.reconciliation.ReadOnlyOrderReconciliationServiceTest
[INFO] Tests run: 31, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.012 s -- in com.guidinglight.nexusquant.trading.application.riskpreflight.DiagnosticOrderRiskPreflightServiceTest
[INFO] Tests run: 16, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.117 s -- in com.guidinglight.nexusquant.trading.application.safety.OperationalSafetyAssessmentServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.trading.domain.state.InMemoryOrderStateMachineTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.015 s -- in com.guidinglight.nexusquant.validationreview.application.ValidationReviewOperationsServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.validationreview.application.ValidationReviewRequestHasherTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.validationreview.domain.ValidationReviewStateMachineTest
[WARNING] Tests run: 551, Failures: 0, Errors: 0, Skipped: 13
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.683 s -- in com.guidinglight.nexusquant.observability.operational.MicrometerOperationalObservationTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.241 s -- in com.guidinglight.nexusquant.observability.web.TraceIdFilterTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.177 s -- in com.guidinglight.nexusquant.research.application.BacktestPublishServiceTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.611 s -- in com.guidinglight.nexusquant.research.application.paper.OperationalCriticalAlertMetricsTest
[INFO] Tests run: 15, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.074 s -- in com.guidinglight.nexusquant.research.application.paper.PaperAutoReviewAssemblerTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.016 s -- in com.guidinglight.nexusquant.research.application.paper.PaperAutoReviewServiceTest
[INFO] Tests run: 16, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.013 s -- in com.guidinglight.nexusquant.research.application.paper.PaperExecutionDiagnosticsAssemblerTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.research.application.paper.PaperExecutionDiagnosticsServiceTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.014 s -- in com.guidinglight.nexusquant.research.application.paper.PaperPortfolioAssemblerTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.research.application.paper.PaperPortfolioServiceTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.018 s -- in com.guidinglight.nexusquant.research.application.paper.PaperRunMonitorRunServiceTest
[INFO] Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.015 s -- in com.guidinglight.nexusquant.research.application.paper.PaperRunMonitorServiceTest
[INFO] Tests run: 9, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.010 s -- in com.guidinglight.nexusquant.research.application.paper.PaperRunRecoveryServiceTest
[INFO] Tests run: 11, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.014 s -- in com.guidinglight.nexusquant.research.application.paper.PaperRunScheduleServiceTest
[INFO] Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.021 s -- in com.guidinglight.nexusquant.research.application.paper.PaperRunStabilityCheckServiceTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.023 s -- in com.guidinglight.nexusquant.research.application.paper.PaperRunSummaryAssemblerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.research.application.paper.PaperRunSummaryServiceTest
[INFO] Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.research.application.paper.PaperStrategyEvaluationAssemblerTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.research.application.paper.PaperStrategyEvaluationServiceTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.research.application.paper.PaperTradingMonitorServiceTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.research.application.paper.PaperTradingRunServiceTest
[INFO] Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.020 s -- in com.guidinglight.nexusquant.research.application.ResearchBacktestServiceTest
[INFO] Tests run: 142, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.196 s -- in com.guidinglight.nexusquant.research.application.backtest.BacktestExecutionServiceTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.185 s -- in com.guidinglight.nexusquant.research.application.eval.BacktestEvaluationServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.171 s -- in com.guidinglight.nexusquant.ledger.service.TradeLedgerPostingServiceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.029 s -- in com.guidinglight.nexusquant.adapter.api.dataquality.DataQualityFreshnessRuleTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.adapter.api.dataquality.DataQualityGapRuleTest
[INFO] Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.026 s -- in com.guidinglight.nexusquant.adapter.api.dataquality.DataQualitySourceHealthMapperTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.adapter.api.model.EndpointPolicyDecisionTest
[INFO] Tests run: 9, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.353 s -- in com.guidinglight.nexusquant.adapter.api.publicmarketdata.JdkPublicMarketDataOutboundClientTest
[INFO] Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 s -- in com.guidinglight.nexusquant.adapter.api.publicmarketdata.PublicMarketDataOutboundPolicyTest
[INFO] Tests run: 21, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.023 s -- in com.guidinglight.nexusquant.adapter.api.service.DefaultAdapterReadinessServiceTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.adapter.api.service.NoopMarketDataAdapterTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 s -- in com.guidinglight.nexusquant.adapter.api.service.ReadinessGuardedAdapterFactoryTest
[INFO] Tests run: 11, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 s -- in com.guidinglight.nexusquant.adapter.api.service.ReadinessGuardWiringTest
[INFO] Tests run: 81, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 15, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.355 s -- in com.guidinglight.nexusquant.adapter.okx.service.JdkOkxPrivateReadTransportTest
[INFO] Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.030 s -- in com.guidinglight.nexusquant.adapter.okx.service.JdkOkxRealTransportTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxErrorClassifierTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxErrorCodeTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.014 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxExchangeAdapterBootstrapNoOutboundTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.021 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxExchangeAdapterRawBodySuppressionTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxExchangeAdapterTimeoutEvidenceTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.011 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxHttpClientTest
[INFO] Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.012 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxInstrumentsCacheTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxNoRealCredentialHardeningTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxPermissionProbeBoundaryTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxPrivateReadRequestTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxPrivateRequestSignerTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.015 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxReconciliationPrivateReadTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxRuntimeConfigTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxSpotCapabilityMatrixTest
[INFO] Tests run: 9, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.766 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxSpotEndpointGuardTest
[INFO] Tests run: 15, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.028 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxSpotProviderAdapterContractTest
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.027 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxVenueRuleFactsReaderTest
[INFO] Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.014 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxWsEventMapperTest
[INFO] Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.026 s -- in com.guidinglight.nexusquant.adapter.okx.service.OkxWsProtocolTest
[INFO] Tests run: 108, Failures: 0, Errors: 0, Skipped: 0
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.025 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceErrorClassifierTest
[INFO] Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.295 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceExchangeAdapterTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceExchangeInfoClientTest
[INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceFiltersCacheTest
[INFO] Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.035 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceHttpClientTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceNoRealCredentialHardeningTest
[INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 s -- in com.guidinglight.nexusquant.adapter.binance.service.BinanceNoRealEndpointHardeningTest
